Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL
2002,5,2003,20035,16.11599463,171.704,80.8601046,0.62662675,N/A,0.009225,0.001916423,N/A,0.12249354,0.028157753,0.024726726,0.052884479,0.036001843,16.60807742,243.8310817,0.076044323,N/A,0.001103485,0.000254054,N/A,0.014936562
2002,6,2003,20036,20.46236111,108.204,47.24081578,0.6470665,N/A,0.01363125,0.001562896,N/A,0.09567927,0.018822449,0.025060917,0.043883366,0.0323614,19.14384651,165.2324606,0.101388701,N/A,0.002397656,0.000294039,N/A,0.014699415
2002,7,2003,20037,22.01357527,79.756,30.9459933,0.708687,N/A,0.0101746,0.006784954,N/A,0.089934246,0.010820242,0.014474663,0.025294905,0.022142895,21.13615388,225.2476912,0.102290511,N/A,0.001493045,0.000856848,N/A,0.013229008
2002,8,2003,20038,21.87271505,140.716,23.24728007,0.770848,N/A,0.0100755,0.019534494,N/A,0.106845682,0.014579019,0.021491772,0.036070792,0.029103987,21.94423074,178.6756932,0.099548459,N/A,0.00123803,0.002100134,N/A,0.014833866
2002,9,2003,20039,19.52958333,361.696,68.8444442,0.8311555,N/A,0.0096905,0.024775077,N/A,0.099274135,0.013631117,0.021589739,0.035220857,0.037934765,17.67307722,171.7419985,0.026575566,N/A,0.000309845,0.00063331,N/A,0.003243033
2002,10,2003,200310,14.43266129,149.352,50.67925949,0.7496298,N/A,0.0080278,0.003867201,N/A,0.118215457,0.023144181,0.009962549,0.03310673,0.016262299,12.5961537,62.29163097,0.139636722,N/A,0.001495993,0.000718377,N/A,0.021337197
2002,11,2003,200311,6.54638889,202.692,23.15281733,0.61974975,N/A,0.00825725,0.001,N/A,0.147806729,0.009924801,0.019955982,0.029880783,0.033577569,10.9392307,176.6939955,0.075408652,N/A,0.001000383,0.000122807,N/A,0.018108622
2002,12,2003,200312,3.93669355,247.142,34.22385035,0.5002722,N/A,0.0057434,0.002243242,N/A,0.159571775,0.009094447,0.019021586,0.028116032,0.029770086,2.512692305,136.416153,0.09241883,N/A,0.000959509,0.000391526,N/A,0.029871342
2003,1,2003,20031,1.066129038,78.232,110.5591898,0.42941325,N/A,0.00570025,0.001872865,N/A,0.126155265,0.005391982,0.012349572,0.017741553,0.014436637,0.831923063,82.07139998,0.051661118,N/A,0.000725748,0.000208173,N/A,0.015279252
2003,2,2003,20032,4.44791667,257.302,120.2510668,0.49973975,N/A,0.0029255,0.00205138,N/A,0.150763795,0.024113748,0.03388932,0.058003068,0.049621697,4.08730771,205.325693,0.070596626,N/A,0.000475211,0.000316576,N/A,0.021150393
2003,3,2003,20033,10.12701613,144.272,154.2198677,0.53697875,N/A,0.003126925,0.004038392,N/A,0.128071048,0.012119375,0.017448507,0.029567882,0.025506063,10.02346142,126.9556949,0.065487583,N/A,0.000381333,0.000491691,N/A,0.015652998
2003,4,2003,20034,13.36972222,205.232,135.9035426,0.5595816,N/A,0.0031466,0.003428451,N/A,0.134197361,0.020753918,0.023787382,0.0445413,0.036891658,12.82384601,173.3158475,0.091583712,N/A,0.0005206,0.000543895,N/A,0.021934222
2003,5,2004,20045,16.45564517,316.992,220.2587686,0.55529475,N/A,0.002152141,0.002738664,N/A,0.134607603,0.058853765,0.044195214,0.103048979,0.07390402,18.23653837,119.0535372,0.075667535,N/A,0.00024297,0.000309294,N/A,0.019169869
2003,6,2004,20046,19.20583334,224.536,134.4960478,0.598307,N/A,0.0080835,0.003663495,N/A,0.12548107,0.00690318,0.010442751,0.017345931,0.01793048,20.14384666,167.8560016,0.079604912,N/A,0.001072264,0.000466425,N/A,0.016706155
2003,7,2004,20047,20.54099462,275.844,147.1823937,0.593736,N/A,0.001888329,0.00405144,N/A,0.128038769,0.037841479,0.051324991,0.08916647,0.047523418,21.43038427,179.698153,0.105318076,N/A,0.000298556,0.000644355,N/A,0.022154694
2003,8,2004,20048,20.74502689,174.244,73.66204389,0.62436875,N/A,0.003303621,0.00792167,N/A,0.118500204,0.031253003,0.041864977,0.073117979,0.069355778,20.07153863,109.3852304,0.075959628,N/A,0.000375397,0.000918379,N/A,0.014384611
2003,9,2004,20049,17.15777778,187.96,3.806848383,0.597077,N/A,0.0041338,0.012038727,N/A,0.12875676,0.015850261,0.015079343,0.030929604,0.035169212,18.11000002,454.3706055,0.15796494,N/A,0.001327499,0.00161947,N/A,0.031758972
2003,10,2004,200410,11.88857527,75.184,0,0.60715025,N/A,0.00340375,0.003710027,N/A,0.123037844,0.004910351,0.007114125,0.012024476,0.012567846,15.05269197,53.42621583,N/A,N/A,N/A,N/A,N/A,N/A
2003,11,2004,200411,11.26819445,305.816,79.74544428,0.60620825,N/A,0.0053645,0.00207563,N/A,0.11517638,0.012989223,0.016472888,0.029462111,0.033324308,10.10461536,207.2809237,0.070939545,N/A,0.000557773,0.000247568,N/A,0.013466615
2003,12,2004,200412,2.818817204,155.702,120.326637,0.5699654,N/A,0.00445925,0.002641118,N/A,0.129419822,0.010707586,0.021625083,0.032332669,0.032218266,3.141923097,183.5323076,0.07881568,N/A,0.000473529,0.000366,N/A,0.017927619
2004,1,2004,20041,3.039516133,103.124,0,0.52491975,N/A,0.00173075,0.003477736,N/A,0.112618904,0.006682496,0.012691683,0.019374179,0.025238887,2.204230804,70.91236936,N/A,N/A,N/A,N/A,N/A,N/A
2004,2,2004,20042,3.620258618,169.926,0,0.52637975,N/A,0.005377,0.003081188,N/A,0.121829825,0.008866642,0.016870781,0.025737422,0.027170167,3.32769227,140.8612319,N/A,N/A,N/A,N/A,N/A,N/A
2004,3,2004,20043,9.761962363,101.346,0,0.599317,N/A,0.0056724,0.006471403,N/A,0.122465991,0.020412525,0.022850419,0.043262944,0.033007033,9.361154263,75.23846083,N/A,N/A,N/A,N/A,N/A,N/A
2004,4,2004,20044,13.46222222,116.332,0,0.661429,N/A,0.00616725,0.012667008,N/A,0.128831157,0.019108771,0.024842414,0.043951185,0.035624171,12.43884629,92.94375258,N/A,N/A,N/A,N/A,N/A,N/A
2004,5,2005,20055,18.18400537,201.168,0,0.799534,N/A,0.00450675,0.021035235,N/A,0.124743873,0.03183888,0.032872844,0.064711724,0.057244924,15.10384626,76.75107516,N/A,N/A,N/A,N/A,N/A,N/A
2004,6,2005,20056,19.55208333,190.754,48.16655063,0.8669202,N/A,0.0077052,0.020334888,N/A,0.109103763,0.011466702,0.021137469,0.032604172,0.030854408,19.7534614,276.0115356,0.158116162,N/A,0.001325381,0.003720199,N/A,0.019494086
2004,7,2005,20057,20.9058497,139.954,36.43427844,0.8013835,N/A,0.00577475,0.032169623,N/A,0.102220781,0.046742729,0.025369038,0.072111767,0.051001642,22.22500038,239.8816916,0.109703784,N/A,0.000793711,0.004448836,N/A,0.013974116
2004,8,2005,20058,19.69593268,111.76,30.17139884,0.8391686,N/A,0.004651,0.029604009,N/A,0.094861907,0.013302793,0.013207229,0.026510022,0.028199015,22.15230824,208.4799992,0.127452942,N/A,0.000723137,0.004479727,N/A,0.014515836
2004,9,2005,20059,18.12208333,459.486,130.4058112,0.76369425,N/A,0.006865,0.006640191,N/A,0.120913518,0.003019617,0.00931151,0.012331127,0.018861086,19.63846163,31.5243385,0.106999234,N/A,0.000943217,0.000671453,N/A,0.016744878
2004,10,2005,200510,14.94301075,53.086,72.15064007,0.69786525,N/A,0.005429,0.002354602,N/A,0.113815881,0.00182744,0.005050439,0.00687788,0.014223369,14.32000013,59.68347667,0.094665835,N/A,0.000771569,0.000321388,N/A,0.015608769
2004,11,2005,200511,10.43763889,290.322,0,0.580695,N/A,0.0084392,0.001374825,N/A,0.122283108,0.018255953,0.023081922,0.041337875,0.034901619,8.774615214,138.1572324,N/A,N/A,N/A,N/A,N/A,N/A
2004,12,2005,200512,3.930107527,222.504,0,0.51518225,N/A,0.00663975,0.00124494,N/A,0.132168093,0.012566676,0.017833186,0.030399863,0.029522835,2.433461538,158.4850793,N/A,N/A,N/A,N/A,N/A,N/A
2005,1,2005,20051,5.411424737,107.95,108.499902,0.51415725,N/A,0.00569325,0.003128838,N/A,0.11413304,0.016070277,0.013067862,0.029138139,0.021178273,4.820769163,77.58929091,0.064360563,N/A,0.000707043,0.00038035,N/A,0.014143122
2005,2,2005,20052,5.626190475,160.782,85.55490273,0.5112635,N/A,0.00471325,0.003091715,N/A,0.12764201,0.011205795,0.018376919,0.029582714,0.029452694,5.233846078,131.931846,0.07559917,N/A,0.000690289,0.000442289,N/A,0.018961786
2005,3,2005,20053,7.592204301,201.168,115.6790702,0.5601482,N/A,0.0092604,0.003510128,N/A,0.129965742,0.013289189,0.021315193,0.034604382,0.030800818,7.033461497,156.3021581,0.097648104,N/A,0.001568185,0.000592876,N/A,0.022982689
