Location,Instr_ID,Date_,Dailyflow_
WS80,Weir80,1/1/1980,7.04
WS80,Weir80,1/2/1980,5.45
WS80,Weir80,1/3/1980,4.54
WS80,Weir80,1/4/1980,6.14
WS80,Weir80,1/5/1980,6.14
WS80,Weir80,1/6/1980,5
WS80,Weir80,1/7/1980,4.54
WS80,Weir80,1/8/1980,4.54
WS80,Weir80,1/9/1980,4.77
WS80,Weir80,1/10/1980,10
WS80,Weir80,1/11/1980,20
WS80,Weir80,1/12/1980,20
WS80,Weir80,1/13/1980,60
WS80,Weir80,1/14/1980,60
WS80,Weir80,1/15/1980,40
WS80,Weir80,1/16/1980,20
WS80,Weir80,1/17/1980,20
WS80,Weir80,1/18/1980,20
WS80,Weir80,1/19/1980,20
WS80,Weir80,1/20/1980,10
WS80,Weir80,1/21/1980,10
WS80,Weir80,1/22/1980,80
WS80,Weir80,1/23/1980,80
WS80,Weir80,1/24/1980,50
WS80,Weir80,1/25/1980,50
WS80,Weir80,1/26/1980,160
WS80,Weir80,1/27/1980,110
WS80,Weir80,1/28/1980,60
WS80,Weir80,1/29/1980,40
WS80,Weir80,1/30/1980,50
WS80,Weir80,1/31/1980,50
WS80,Weir80,2/1/1980,30
WS80,Weir80,2/2/1980,20
WS80,Weir80,2/3/1980,20
WS80,Weir80,2/4/1980,10
WS80,Weir80,2/5/1980,20
WS80,Weir80,2/6/1980,40
WS80,Weir80,2/7/1980,30
WS80,Weir80,2/8/1980,20
WS80,Weir80,2/9/1980,90
WS80,Weir80,2/10/1980,80
WS80,Weir80,2/11/1980,50
WS80,Weir80,2/12/1980,30
WS80,Weir80,2/13/1980,20
WS80,Weir80,2/14/1980,20
WS80,Weir80,2/15/1980,20
WS80,Weir80,2/16/1980,20
WS80,Weir80,2/17/1980,20
WS80,Weir80,2/18/1980,10
WS80,Weir80,2/19/1980,10
WS80,Weir80,2/20/1980,10
WS80,Weir80,2/21/1980,8.85
WS80,Weir80,2/22/1980,7.72
WS80,Weir80,2/23/1980,6.82
WS80,Weir80,2/24/1980,5.45
WS80,Weir80,2/25/1980,3.86
WS80,Weir80,2/26/1980,2.73
WS80,Weir80,2/27/1980,2.5
WS80,Weir80,2/28/1980,2.27
WS80,Weir80,2/29/1980,1.82
WS80,Weir80,3/1/1980,2.05
WS80,Weir80,3/2/1980,3.18
WS80,Weir80,3/3/1980,6.14
WS80,Weir80,3/4/1980,10
WS80,Weir80,3/5/1980,20
WS80,Weir80,3/6/1980,20
WS80,Weir80,3/7/1980,70
WS80,Weir80,3/8/1980,160
WS80,Weir80,3/9/1980,100
WS80,Weir80,3/10/1980,60
WS80,Weir80,3/11/1980,130
WS80,Weir80,3/12/1980,1330
WS80,Weir80,3/13/1980,270
WS80,Weir80,3/14/1980,110
WS80,Weir80,3/15/1980,60
WS80,Weir80,3/16/1980,40
WS80,Weir80,3/17/1980,200
WS80,Weir80,3/18/1980,120
WS80,Weir80,3/19/1980,90
WS80,Weir80,3/20/1980,140
WS80,Weir80,3/21/1980,90
WS80,Weir80,3/22/1980,50
WS80,Weir80,3/23/1980,30
WS80,Weir80,3/24/1980,30
WS80,Weir80,3/25/1980,20
WS80,Weir80,3/26/1980,20
WS80,Weir80,3/27/1980,40
WS80,Weir80,3/28/1980,130
WS80,Weir80,3/29/1980,130
WS80,Weir80,3/30/1980,110
WS80,Weir80,3/31/1980,50
WS80,Weir80,4/1/1980,30
WS80,Weir80,4/2/1980,60
WS80,Weir80,4/3/1980,120
WS80,Weir80,4/4/1980,90
WS80,Weir80,4/5/1980,40
WS80,Weir80,4/6/1980,20
WS80,Weir80,4/7/1980,100
WS80,Weir80,4/8/1980,430
WS80,Weir80,4/9/1980,130
WS80,Weir80,4/10/1980,60
WS80,Weir80,4/11/1980,30
WS80,Weir80,4/12/1980,20
WS80,Weir80,4/13/1980,70
WS80,Weir80,4/14/1980,70
WS80,Weir80,4/15/1980,30
WS80,Weir80,4/16/1980,10
WS80,Weir80,4/17/1980,10
WS80,Weir80,4/18/1980,7.72
WS80,Weir80,4/19/1980,5.68
WS80,Weir80,4/20/1980,4.09
WS80,Weir80,4/21/1980,2.95
WS80,Weir80,4/22/1980,2.05
WS80,Weir80,4/23/1980,1.14
WS80,Weir80,4/24/1980,0.68
WS80,Weir80,4/25/1980,0.46
WS80,Weir80,4/26/1980,0.22
WS80,Weir80,4/27/1980,0.22
WS80,Weir80,4/28/1980,0.22
WS80,Weir80,4/29/1980,0.22
WS80,Weir80,4/30/1980,0
WS80,Weir80,5/1/1980,0
WS80,Weir80,5/2/1980,0
WS80,Weir80,5/3/1980,0
WS80,Weir80,5/4/1980,0
WS80,Weir80,5/5/1980,0
WS80,Weir80,5/6/1980,0
WS80,Weir80,5/7/1980,0
WS80,Weir80,5/8/1980,0
WS80,Weir80,5/9/1980,0
WS80,Weir80,5/10/1980,0
WS80,Weir80,5/11/1980,0
WS80,Weir80,5/12/1980,0
WS80,Weir80,5/13/1980,0
WS80,Weir80,5/14/1980,0
WS80,Weir80,5/15/1980,0
WS80,Weir80,5/16/1980,0
WS80,Weir80,5/17/1980,5.9
WS80,Weir80,5/18/1980,4.31
WS80,Weir80,5/19/1980,5.45
WS80,Weir80,5/20/1980,3.18
WS80,Weir80,5/21/1980,3.18
WS80,Weir80,5/22/1980,10
WS80,Weir80,5/23/1980,10
WS80,Weir80,5/24/1980,10
WS80,Weir80,5/25/1980,6.58
WS80,Weir80,5/26/1980,2.5
WS80,Weir80,5/27/1980,0.91
WS80,Weir80,5/28/1980,0.22
WS80,Weir80,5/29/1980,0
WS80,Weir80,5/30/1980,0
WS80,Weir80,5/31/1980,0
WS80,Weir80,6/1/1980,0
WS80,Weir80,6/2/1980,0
WS80,Weir80,6/3/1980,0
WS80,Weir80,6/4/1980,0
WS80,Weir80,6/5/1980,0
WS80,Weir80,6/6/1980,0
WS80,Weir80,6/7/1980,0
WS80,Weir80,6/8/1980,0
WS80,Weir80,6/9/1980,0
WS80,Weir80,6/10/1980,0
WS80,Weir80,6/11/1980,0
WS80,Weir80,6/12/1980,0
WS80,Weir80,6/13/1980,0
WS80,Weir80,6/14/1980,0
WS80,Weir80,6/15/1980,0
WS80,Weir80,6/16/1980,0
WS80,Weir80,6/17/1980,0
WS80,Weir80,6/18/1980,0
WS80,Weir80,6/19/1980,0
WS80,Weir80,6/20/1980,0
WS80,Weir80,6/21/1980,0
WS80,Weir80,6/22/1980,0
WS80,Weir80,6/23/1980,70
WS80,Weir80,6/24/1980,110
WS80,Weir80,6/25/1980,110
WS80,Weir80,6/26/1980,40
WS80,Weir80,6/27/1980,10
WS80,Weir80,6/28/1980,5.68
WS80,Weir80,6/29/1980,1.82
WS80,Weir80,6/30/1980,0.68
WS80,Weir80,7/1/1980,0.22
WS80,Weir80,7/2/1980,0
WS80,Weir80,7/3/1980,0
WS80,Weir80,7/4/1980,0
WS80,Weir80,7/5/1980,0
WS80,Weir80,7/6/1980,0
WS80,Weir80,7/7/1980,0
WS80,Weir80,7/8/1980,0
WS80,Weir80,7/9/1980,0
WS80,Weir80,7/10/1980,0
WS80,Weir80,7/11/1980,0
WS80,Weir80,7/12/1980,0
WS80,Weir80,7/13/1980,0
WS80,Weir80,7/14/1980,0
WS80,Weir80,7/15/1980,0
WS80,Weir80,7/16/1980,0
WS80,Weir80,7/17/1980,0
WS80,Weir80,7/18/1980,0
WS80,Weir80,7/19/1980,0
WS80,Weir80,7/20/1980,0
WS80,Weir80,7/21/1980,0
WS80,Weir80,7/22/1980,0
WS80,Weir80,7/23/1980,0
WS80,Weir80,7/24/1980,0
WS80,Weir80,7/25/1980,0
WS80,Weir80,7/26/1980,0
WS80,Weir80,7/27/1980,0
WS80,Weir80,7/28/1980,0
WS80,Weir80,7/29/1980,0
WS80,Weir80,7/30/1980,0
WS80,Weir80,7/31/1980,0
